Vue,Genere le,Periode,Jobs,Pages,Reussies,Echecs,Taux de reussite,Moyenne pages/job,Usagers actifs,Total jobs,Total pages,Total reussies,Total echecs,Taux reussite total,Usagers actifs total,Top utilisateur,Top utilisateur email,Top utilisateur pages,Top utilisateur echecs
Journalier,2026-04-20 13:48,Journalier,0,0,0,0,0%,0,0,0,0,0,0,0%,0,,,0,0
